영화명,개봉일,관객수,스크린수,대표국적,배급사
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,"225,274",140,일본,씨제이 씨지브이(CJ CGV)(주)
일라이,2010-04-15,"222,927",252,미국,(주)쇼박스
시,2010-05-13,"222,017",171,한국,(주)넥스트엔터테인먼트월드(NEW)
러블리 본즈,2010-02-25,"212,035",225,미국,씨제이엔터테인먼트
내니맥피 2: 유모와마법소동,2010-08-11,"210,493",59,미국,유니버설픽쳐스인터내셔널 코리아(유)
쓰리 데이즈,2010-12-22,"202,916",211,미국,롯데쇼핑㈜롯데엔터테인먼트
페스티발,2010-11-18,"200,123",233,한국,(주)시너지하우스 (시너지)
꼬마 니콜라,2010-01-28,"199,851",168,프랑스,(주)프라임엔터테인먼트
엣지 오브 다크니스,2010-06-02,"197,296",235,영국,(주)넥스트엔터테인먼트월드(NEW)
디어 존,2010-03-04,"192,530",262,미국,(주)화앤담이엔티
유령작가,2010-06-02,"180,826",189,프랑스,(주)싸이더스
아빠가 여자를 좋아해,2010-01-14,"177,535",283,한국,(주)쇼박스
허트 로커,2010-04-22,"177,509",166,미국,(주)넥스트엔터테인먼트월드(NEW)
더 로드,2010-01-07,"176,152",172,미국,에스케이텔레콤(주)
발렌타인 데이,2010-02-11,"172,997",200,미국,워너브러더스 코리아(주)
그랑프리,2010-09-16,"170,446",235,한국,(주)싸이더스
렛 미 인,2010-11-18,"169,072",220,영국,롯데쇼핑㈜롯데엔터테인먼트
비밀애,2010-03-25,"167,132",275,한국,(주)시너지하우스 (시너지)
스플라이스,2010-07-01,"165,393",126,캐나다,(주)화천공사
김복남 살인사건의 전말,2010-09-02,"164,426",107,한국,(주)스폰지이엔티
무법자,2010-03-18,"163,334",192,한국,(주)넥스트엔터테인먼트월드(NEW)
회복,2010-01-14,"157,793",2,한국,(주)스폰지이엔티
킥 애스: 영웅의 탄생,2010-04-22,"153,849",221,영국,롯데쇼핑㈜롯데엔터테인먼트
크레이지,2010-04-08,"146,377",196,미국,(주)넥스트엔터테인먼트월드(NEW)
포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,"146,319",79,일본,실버스푼
웨딩드레스,2010-01-14,"146,148",183,한국,(주)싸이더스
원피스 극장판: 스트롱 월드,2010-02-11,"145,751",76,일본,투니버스(주)온미디어
500일의 썸머,2010-01-21,"140,458",185,미국,"(주)팝엔터테인먼트,이십세기폭스코리아(주)"
나이트메어,2010-05-20,"139,140",109,미국,워너브러더스 코리아(주)
데이브레이커스,2010-03-18,"137,955",187,미국,(주)성원아이컴
극장판파워레인저 엔진포스VS 와일드스피릿,2010-01-07,"137,690",125,일본,씨제이엔터테인먼트
죽이고 싶은,2010-08-26,"133,079",145,한국,롯데쇼핑㈜롯데엔터테인먼트
오션월드 3D,2010-08-11,"132,602",102,영국,㈜케이디미디어
22 블렛,2010-10-14,"131,436",236,프랑스,㈜케이디미디어
두 여자,2010-11-18,"131,415",211,한국,씨제이엔터테인먼트
스트리트댄스,2010-06-16,"130,153",211,영국,(주)시너지하우스 (시너지)
클로이,2010-02-25,"129,633",183,프랑스,(주)시너지하우스 (시너지)
뮬란: 전사의 귀환,2010-09-02,"127,495",242,중국,"(유)영화사 화수분,(주)에스비에스콘텐츠허브"
솔로몬 케인,2010-03-25,"126,855",199,프랑스,(주)화앤담이엔티
마법천자문: 대마왕의 부활을 막아라,2010-08-19,"123,538",179,한국,씨제이엔터테인먼트
애프터 라이프,2010-09-02,"122,963",185,미국,(주)시너지하우스 (시너지)
데블,2010-11-04,"118,286",190,미국,유니버설픽쳐스인터내셔널 코리아(유)
케로로 더 무비 5: 기적의 사차원섬,2010-04-29,"116,992",75,일본,투니버스(주)온미디어
8인: 최후의 결사단,2010-01-21,"116,788",160,중국,씨제이엔터테인먼트
쏘우 3D,2010-11-18,"115,878",159,미국,㈜케이디미디어
들어는 봤니? 모건 부부,2010-01-28,"115,454",163,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
캣츠 앤 독스 2,2010-09-16,"109,667",161,미국,워너브러더스 코리아(주)
프로포즈 데이,2010-04-08,"109,313",149,미국,유니버설픽쳐스인터내셔널 코리아(유)
더 콘서트,2010-11-25,"108,856",130,프랑스,유니버설픽쳐스인터내셔널 코리아(유)
우리가 꿈꾸는 기적: 인빅터스,2010-03-04,"106,443",121,미국,워너브러더스 코리아(주)
아마존의 눈물,2010-03-25,"105,886",47,한국,주식회사 마운틴픽쳐스
공주와 개구리,2010-01-21,"105,654",81,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
라스트 엑소시즘,2010-12-01,"104,936",171,미국,(주)시너지하우스 (시너지)
꿈은 이루어진다,2010-05-27,"103,627",222,한국,씨제이엔터테인먼트
대병소장,2010-03-11,"98,435",158,홍콩,(주)싸이더스
하치 이야기,2010-02-18,"96,683",163,미국,(주)프라임엔터테인먼트
나탈리,2010-10-28,"96,410",196,한국,롯데쇼핑㈜롯데엔터테인먼트
필립모리스,2010-07-01,"84,859",38,프랑스,㈜케이디미디어
스위치,2010-12-01,"83,346",163,미국,씨너스엔터테인먼트(주)
엑스페리먼트,2010-08-11,"80,367",110,미국,(주)새인컴퍼니
노다메 칸타빌레 Vol.1,2010-09-09,"77,074",26,일본,"(주)미로비젼,아뮤즈코리아(주)"
참을 수 없는,2010-10-21,"76,965",220,한국,(주)시너지하우스 (시너지)
트론: 새로운 시작,2010-12-29,"76,595",372,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
센츄리온,2010-08-26,"74,131",143,영국,(주)쇼박스
위대한 침묵,2009-12-03,"72,197",1,독일,(주)영화사 진진
브라더스,2010-05-05,"69,470",140,미국,(주)성원아이컴
주문진,2010-01-21,"67,167",93,한국,롯데쇼핑㈜롯데엔터테인먼트
골든 슬럼버,2010-08-26,"66,224",139,일본,씨제이엔터테인먼트
파르나서스 박사의 상상극장,2009-12-23,"65,755",305,미국,(주)성원아이컴
여대생 기숙사,2010-06-23,"65,570",143,미국,씨제이엔터테인먼트
돌이킬 수 없는,2010-11-04,"65,414",205,한국,㈜케이디미디어
베리드,2010-12-08,"64,116",117,스페인,(주)화앤담이엔티
엘라의 모험 2: 백설공주 길들이기,2010-02-25,"63,857",84,미국,㈜케이디미디어
에브리바디 올라잇,2010-09-02,"61,927",126,미국,(주)화천공사
디센트: Part 2,2010-08-11,"61,784",135,영국,롯데쇼핑㈜롯데엔터테인먼트
바운티 헌터,2010-04-15,"60,376",123,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
엽문2,2010-06-16,"59,881",141,홍콩,(주)프라임엔터테인먼트
듀 데이트,2010-11-24,"57,308",148,미국,워너브러더스 코리아(주)
하하하,2010-05-05,"57,234",25,한국,(주)스폰지이엔티
대지진,2010-11-04,"55,000",90,중국,필라멘트픽쳐스
인 디 에어,2010-03-11,"53,423",53,미국,씨제이엔터테인먼트
톨스토이의 마지막 인생,2010-12-15,"53,129",107,영국,롯데쇼핑㈜롯데엔터테인먼트
폭풍전야,2010-04-01,"52,597",134,한국,(주)성원아이컴
사랑은 언제나 진행중,2010-03-11,"52,193",181,미국,(주)시너지하우스 (시너지)
킬러 인사이드 미,2010-07-07,"51,555",121,미국,(주)프라임엔터테인먼트
작은 연못,2010-04-15,"47,160",80,한국,
플래닛 51,2010-10-21,"46,263",67,스페인,(주)쇼박스
된장,2010-10-21,"45,896",112,한국,"씨제이엔터테인먼트,GV 엔터테인먼트"
아더와 미니모이 2 : 셀레니아 공주 구출 작전,2010-07-08,"44,961",61,프랑스,롯데쇼핑㈜롯데엔터테인먼트
G-포스: 기니피그 특공대,2010-04-22,"40,161",80,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
옥희의 영화,2010-09-16,"36,552",20,한국,(주)스폰지이엔티
위핏,2010-02-18,"35,241",124,미국,롯데쇼핑㈜롯데엔터테인먼트
서태지밴드 라이브 투어,2010-05-21,"34,688",1,한국,(주)서태지컴퍼니
하비의 마지막 로맨스,2010-10-28,"34,207",41,미국,(주)영화사 진진
소명 2-모겐족의 월드컵,2010-04-01,"29,694",62,한국,(주)에스피엠
페어러브,2010-01-14,"27,521",44,한국,씨제이엔터테인먼트
집 나온 남자들,2010-04-08,"26,319",134,한국,(주)싸이더스
기적의 오케스트라 - 엘 시스테마,2010-08-12,"26,190",6,독일,(주)영화사 진진
예언자,2010-03-11,"25,309",24,프랑스,판씨네마(주)
스즈미야 하루히의 소실,2010-11-11,"24,444",30,일본,에이원엔터테인먼트
사요나라 이츠카,2010-04-15,"23,605",31,한국,씨제이엔터테인먼트
스페이스 침스 - 자톡의 역습 3D,2010-08-19,"23,021",82,미국,㈜케이디미디어
콜링 인 러브,2010-03-25,"20,796",68,미국,㈜케이디미디어
토너먼트,2010-09-02,"20,427",31,영국,주식회사 마운틴픽쳐스
쏘우-여섯번의 기회,2010-01-07,"20,116",52,미국,(주)빅버젯
커플 테라피: 대화가 필요해,2010-02-25,"19,623",66,미국,유니버설픽쳐스인터내셔널 코리아(유)
애프터 러브,2010-01-21,"18,966",13,이탈리아,라인트리엔터테인먼트
2008 서태지 심포니 위드 톨가 카쉬프 로열필하모닉,2010-01-22,"17,563",1,한국,
싱글맨,2010-05-27,"17,252",25,미국,"하준사,씨제이엔터테인먼트"
엘 시크레토 : 비밀의 눈동자,2010-11-11,"16,585",10,아르헨티나,(주) 포커스픽쳐
헤이트 발렌타인데이,2010-02-04,"16,566",74,미국,㈜케이디미디어
소와 함께 여행하는 법,2010-11-03,"16,356",88,한국,롯데쇼핑㈜롯데엔터테인먼트
토마스와 친구들 - 극장판 2,2010-06-10,"16,186",92,미국,에이원엔터테인먼트
청설,2010-06-17,"15,116",20,대만,"오드,(주)스폰지이엔티"
런어웨이즈,2010-06-24,"15,088",76,미국,(주)넥스트엔터테인먼트월드(NEW)
유희왕,2010-01-28,"14,329",64,일본,에이원엔터테인먼트
테이킹 우드스탁,2010-07-29,"13,809",14,미국,(주)영화사구안
밀크,2010-02-25,"13,372",31,미국,주식회사 마운틴픽쳐스
귀 鬼,2010-06-10,"13,319",30,한국,씨제이엔터테인먼트
더 도어,2010-09-02,"13,283",26,독일,예지림엔터테인먼트
아메리칸,2010-12-29,"12,836",110,미국,(주)화천공사
레고:클러치파워의 모험,2010-06-10,"12,631",56,미국,유니버설픽쳐스인터내셔널 코리아(유)
믿음의 승부,2010-04-15,"12,572",3,미국,크로스픽쳐스(주)
동쪽의 에덴 극장판 ① 더 킹오브 에덴,2010-01-28,"12,460",53,일본,애니박스 엔터테인먼트
공기인형,2010-04-08,"12,371",15,일본,씨제이엔터테인먼트
하얀리본,2010-07-01,"12,367",2,독일,(주)영화사 진진
제로 포커스,2010-03-25,"12,260",76,일본,씨제이엔터테인먼트
조금만 더 가까이,2010-10-28,"11,877",20,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
리틀 애쉬 : 달리가 사랑한 그림,2010-01-14,"11,613",12,영국,판씨네마(주)
나루토 질풍전 극장판 4 - 더 로스트 타워,2010-12-02,"11,221",60,일본,애니박스 엔터테인먼트
소라닌,2010-08-26,"11,090",12,일본,(주)스폰지이엔티
춤추는 꿈틀이 밴드,2010-02-04,"11,061",48,덴마크,에이원엔터테인먼트
내 남자의 순이,2010-05-27,"10,618",100,한국,(주)새인컴퍼니
샤인 어 라이트(1st 지드래곤 콘서트),2010-04-15,"10,516",14,한국,(주)와이지엔터테인먼트
셉템버 이슈,2010-01-28,"10,367",10,미국,(주)미로비젼
테라 3D: 인류 최후의 전쟁,2010-11-04,"10,023",48,미국,주식회사 마운틴픽쳐스
노라 없는 5일,2010-10-21,"9,938",9,멕시코,프리비젼엔터테인먼트
데저트 플라워,2010-04-22,"9,898",15,영국,(주)영화사구안
토일렛,2010-12-02,"9,397",7,일본,(주)영화사 조제
불타는 내 마음,2010-03-25,"9,236",34,한국,씨제이 씨지브이(CJ CGV)(주)
존 레논 비긴즈-노웨어 보이,2010-12-09,"9,151",15,영국,프리비젼엔터테인먼트
어웨이 위 고,2010-02-04,"9,100",5,영국,(주)스폰지이엔티
잊혀진 가방,2010-07-29,"9,049",7,한국,주식회사 마운틴픽쳐스
경계도시 2,2010-03-18,"9,032",9,한국,시네마달
노스페이스,2010-06-02,"8,995",20,독일,주식회사 마운틴픽쳐스
러브 매니지먼트,2009-12-31,"8,638",43,미국,(주)싸이더스
미 투,2010-04-15,"8,592",11,스페인,(주)바른손이앤에이
투 아이즈,2010-08-05,"8,587",17,네덜란드,KT&G 시네마 상상마당
시리어스 맨,2010-03-25,"8,489",10,미국,(주)스폰지이엔티
돈 조반니,2010-10-14,"8,339",16,이탈리아,(주)디지탈케이아이엔
어쿠스틱,2010-10-28,"8,036",34,한국,(주)키노아이디엠씨
클래스,2010-04-01,"7,743",7,프랑스,(주)영화사 진진
청담보살,2009-11-11,"7,345",404,한국,(주)넥스트엔터테인먼트월드(NEW)
그 남자가 아내에게,2010-08-26,"7,331",4,일본,(주)영화사 진진
선라이즈 선셋,2010-05-13,"6,989",15,러시아,프리비젼엔터테인먼트
퀼,2010-01-07,"6,860",14,일본,주식회사 마운틴픽쳐스
벡,2010-11-18,"6,807",30,일본,주식회사 마운틴픽쳐스
2012,2009-11-12,"6,797",789,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
고스트: 보이지 않는 사랑,2010-11-25,"6,726",31,일본,필라멘트픽쳐스
"러블리, 스틸",2010-12-23,"6,492",8,미국,(주)에스와이코마드
어둠의 아이들,2010-03-25,"6,477",4,일본,㈜씨에이엔
크레이지 하트,2010-03-04,"6,313",4,미국,이십세기폭스코리아(주)
크랙,2010-07-28,"6,309",12,영국,주식회사 마운틴픽쳐스
줄리 & 줄리아,2009-12-10,"6,247",31,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
하얀 아오자이,2010-02-25,"6,229",22,베트남,롯데쇼핑㈜롯데엔터테인먼트
도쿄택시,2010-05-20,"6,109",13,한국,(주)키노아이디엠씨
요술,2010-06-24,"6,090",33,한국,씨제이엔터테인먼트
클라라,2010-12-16,"5,925",4,독일,(주)영화사 진진
판타스틱 Mr. 폭스,2009-12-24,"5,886",11,미국,이십세기폭스코리아(주)
걸프렌즈,2009-12-17,"5,871",244,한국,(주)넥스트엔터테인먼트월드(NEW)
엉클 분미,2010-09-16,"5,792",1,태국,㈜영화사 백두대간
"땡큐, 마스터 킴",2010-09-02,"5,728",14,일본,(주)인디플러그
크리스마스 스타!,2010-12-23,"5,449",16,영국,판씨네마(주)
라임라이프,2010-09-02,"5,418",23,미국,프리비젼엔터테인먼트
유윌 미스 미,2010-02-11,"5,414",10,프랑스,프리비젼엔터테인먼트
레퓨지,2010-07-15,"5,399",15,프랑스,주식회사 마운틴픽쳐스
여의도,2010-12-02,"5,280",24,한국,어뮤즈
바흐 이전의 침묵,2010-10-21,"5,277",2,스페인,(재)전주국제영화제조직위원회
리키,2010-02-04,"5,102",23,프랑스,씨제이엔터테인먼트
"시네도키, 뉴욕",2010-01-07,"5,001",5,미국,(주)스폰지이엔티
하트 비트,2010-11-25,"4,860",9,캐나다,㈜씨에이엔
할,2010-10-14,"4,728",16,한국,㈜인디스토리
나는 나비,2010-12-02,"4,596",9,한국,(주)인디플러그
예스맨 프로젝트,2010-03-25,"4,506",11,프랑스,(주)영화사구안
내 첫사랑을 너에게 바친다,2010-08-05,"4,352",9,일본,주식회사 마운틴픽쳐스
사랑하고 싶은 시간,2010-12-02,"4,226",5,이탈리아,(주)영화사 진진
2AM SHOW,2010-12-09,"4,085",27,한국,에스케이텔레콤(주)
용서,2010-12-05,"4,044",4,한국,씨너스엔터테인먼트(주)
꽃비,2010-04-01,"4,029",7,한국,어뮤즈
참새들의 합창,2010-05-05,"3,889",5,이란,(주)유니코리아문예투자
우리 의사 선생님,2010-04-29,"3,868",3,일본,(주)영화사 진진
여배우들,2009-12-10,"3,854",271,한국,(주)쇼박스
리미츠 오브 컨트롤,2010-08-12,"3,841",7,미국,(주)스폰지이엔티
브라보! 재즈 라이프,2010-12-16,"3,773",9,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
서서 자는 나무,2010-12-09,"3,746",13,한국,주식회사 마운틴픽쳐스
아버지를 마지막으로 본 것은 언제입니까?,2010-05-27,"3,656",12,아일랜드,프리비젼엔터테인먼트
남극의 쉐프,2010-02-11,"3,530",1,일본,(주)스폰지이엔티
오페라-카르멘(메트로폴리탄),2010-04-04,"3,498",1,미국,㈜메가박스
로마에서 생긴 일,2010-04-08,"3,480",12,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
닌자 어쌔신,2009-11-26,"3,471",324,미국,워너브러더스 코리아(주)
이파네마 소년,2010-11-04,"3,465",13,한국,프리비젼엔터테인먼트
채식주의자,2010-02-18,"3,434",19,한국,(주)스폰지이엔티
파코와 마법 동화책,2010-07-22,"3,260",13,일본,주식회사 마운틴픽쳐스
모범시민,2009-12-10,"3,259",309,미국,(주)시너지하우스 (시너지)
바람,2009-11-26,"3,239",120,한국,(주)싸이더스
노 임팩트 맨,2010-06-17,"3,160",7,미국,KT&G 시네마 상상마당
마마 앤드 파파,2010-05-20,"3,149",1,한국,주식회사 케이엠스타
오페라-투란도트(메트로폴리탄),2010-01-10,"3,094",1,미국,㈜메가박스
라이브 인 3D 휘성 : 잇츠 리얼,2010-09-30,"2,967",30,한국,에스케이텔레콤(주)
바비,2010-02-04,"2,867",17,미국,주식회사 마운틴픽쳐스
당신을 오랫동안 사랑했어요,2010-01-07,"2,858",3,프랑스,주식회사 마운틴픽쳐스
언 애듀케이션,2010-03-18,"2,794",3,영국,한국소니픽쳐스릴리징브에나비스타영화㈜
불청객,2010-09-30,"2,792",1,한국,(주)이모션픽처스
하우 투 비,2010-01-28,"2,746",19,영국,실버스푼
레인보우,2010-11-18,"2,737",10,한국,㈜인디스토리
이웃집 좀비,2010-02-18,"2,721",12,한국,㈜인디스토리
사이즈의 문제,2010-04-15,"2,647",12,이스라엘,프리비젼엔터테인먼트
살인의 강,2010-09-30,"2,515",14,한국,주식회사 마운틴픽쳐스
